Id,URL,Label
569,rockthrower.blogs.com/rockthrower,0
570,rogerailes.blogspot.com,0
571,roil.blogspot.com,0
572,rooksrant.com,0
573,rowhouselogic.com,0
574,roxanne.typepad.com,0
575,rudepundit.blogspot.com,0
576,rudyforfreeholder.org,0
577,ruminatethis.com,0
578,s88172659.onlinehome.us/spockosbrain.html,0
579,sadlyno.com,0
580,saveoursenate.blogspot.com,0
581,savetheus.blogspot.com,0
582,saxa.blogspot.com,0
583,sccdp.org/blog.php,0
584,schadelmann.com,0
585,scoobiedavis.blogspot.com,0
586,scott-niven.com/saltwaterpizza,0
587,scottcsmith.net,0
588,scripting.com,0
589,scrutinyhooligans.blogspot.com,0
590,seeingtheforest.com,0
591,seetheforest.blogspot.com,0
592,senatorbarb.typepad.com,0
593,senorpez.com,0
594,sequiturnon.blog-city.com,0
595,sethdmichaels.com,0
596,shakespearessister.blogspot.com,0
597,shamelessantagonist.blogspot.com,0
598,sharedthought.com/weblog,0
599,shetquaker.blog-city.com,0
600,shininglight.us,0
601,shoegal.modblog.com,0
602,shotofpolitics.blogspot.com,0
603,shrillblog.blogspot.com,0
604,simbaud.blogspot.com,0
605,simplyappalling.blogspot.com,0
606,skipperstyle.com,0
607,small-hands.blogspot.com,0
608,smearbody.blogspot.com,0
609,smirkingchimp.com,0
610,smithersmpls.com,0
611,snooty.binaryclub.com/wp-rdf.php,0
612,snunes.blogspot.com,0
613,someonetakethewheel.blogspot.com,0
614,soonerthought.com,0
615,southknoxbubba.net/skblog,0
616,spacedog26.blogspot.com,0
617,spectatorsport.blogspot.com,0
618,stagefour.typepad.com/commonprejudice,0
619,stalinism.com/shot-by-both-sides,0
620,stcfoundation.blogspot.com,0
621,stephenbates.com/yellowdoggereldemocrat,0
622,stevecopy.blogharbor.com,0
623,stevegilliard.blogspot.com,0
624,steveguy.me.uk,0
625,stevemacek.blogspot.com,0
626,stillfighting.blogspot.com,0
627,stirs-the-pot.blogspot.com,0
628,stitt.blogspot.com,0
629,stonyfield.com/weblog/bovinebugle/index.html,0
630,stonyfield.com/weblog/strongwomendailynews/index.html,0
631,strangedoctrines.typepad.com,0
632,strangesemantics.blogspot.com,0
633,stzman.org/blog,0
634,suburbanguerrilla.blogspot.com,0
635,swamiuptown.com,0
636,swingleft.blogspot.com,0
637,swingstateproject.com,0
638,takeaction.blog-city.com,0
639,takeactionmichigan.blog-city.com,0
640,takebackthemedia.com,0
641,talkingpointsmemo.com,0
642,talkleft.com,0
643,tallone.org,0
644,tbogg.blogspot.com,0
645,teenageenthusiast.blogspot.com,0
646,tesibria.typepad.com/democracy_is_coming,0
647,thatcoloredfellasweblog.bloghorn.com,0
648,thatgoodnight.com,0
649,the-goddess.org,0
650,the-hamster.com,0
651,theaggpro.blogspot.com,0
652,theagitator.blogspot.com,0
653,theangryliberal.blogspot.com,0
654,theantibush.org,0
655,theapologist.blogspot.com,0
656,thebarrexam.blogspot.com,0
657,theblogwarrior.blogspot.com,0
658,thebluestate.com,0
659,theblueview.blogspot.com,0
660,thecarpetbaggerreport.com,0
661,thecore4.com,0
662,thefulcrum.blogspot.com,0
663,theimmoralminority.blogspot.com,0
664,theleftcoaster.com,0
665,thelefthand.blogspot.com,0
666,thelonedem.com,0
667,thelucideye.blogspot.com,0
668,thepeach.blogspot.com,0
669,thepoorman.net,0
670,theradiomansays.blogspot.com,0
671,therogueangel.com/blog,0
672,therustybarrel.com/david/blog,0
673,thesiliconmind.blogspot.com,0
674,thesnooter.blogspot.com,0
675,thetalentshow.org,0
676,thetalkingdog.com,0
677,thewashingtonnote.com,0
678,thewilson.blogspot.com,0
679,theworldaroundyou.com,0
680,thewritewing.blogspot.com,0
681,theyetimn.blogspot.com,0
682,thingsasitis.net,0
683,think2004.com,0
684,thinkingrocks.blogspot.com,0
685,thirdredeye.blogspot.com,0
686,thislousytshirt.net,0
687,thismodernworld.com,0
688,thomasblog.typepad.com/bloggg,0
689,thunewatch.squarespace.com,0
690,tinylittledots.com,0
691,tobyemden.blogspot.com,0
692,tom_thinks.blogspot.com,0
693,tomburka.com,0
694,tomcoburnisabigfatjerk.blogspot.com,0
695,tomdaschle.com/tom/index.php?id=34,0
696,tomherod.blogspot.com,0
697,tonyknowles.com/blog.html,0
698,topviewnews.com/blog,0
699,toteota.blogspot.com,0
700,trainorphans.org,0
701,translucence.org,0
702,travalex.blogspot.com,0
703,tristero.blogspot.com,0
704,trueconservative.typepad.com,0
705,truedemocrat.blogspot.com,0
706,truthbenotproud.blogspot.com,0
707,tuibguy.messagemonster.com,0
708,turnpikefeminist.com,0
709,turnspit.com,0
710,uberddue.blogspot.com,0
711,uberdude.blogspot.com,0
712,uggabugga.blogspot.com,0
713,unodemocrats.com/blog,0
714,upper-left.blogspot.com,0
715,urbandemocracy.blogspot.com,0
716,urbanecoinc.com/wordpress1,0
717,usademocrazy.blogspot.com,0
718,usliberals.about.com,0
719,uwaythinks.blogspot.com,0
720,vernsblog.thegillfamily.us:8180,0
721,virginiaprogressive.blogspot.com,0
722,vocis.com/frank,0
723,votekerryedwards2004.blogspot.com,0
724,votervirginblog.blogspot.com,0
725,waitingfordorothy.blogspot.com,0
726,wampum.wabanaki.net,0
727,warandpiece.com,0
728,warriorsblog.blogspot.com,0
729,washingtonmonthly.com,0
730,watchingthewatchers.org,0
731,waveflux.net,0
732,weblogs.bakshi.us/redskunk,0
733,werenotallincompetent.blogspot.com,0
734,whirlingbuffalo.com/creative-spirits.htm,0
735,whopundit.blogspot.com,0
736,whoviating.blogspot.com,0
737,whyareweback.blogspot.com,0
738,winnegar.blog-city.com,0
739,winthewest.blogspot.com,0
740,woneffe.typepad.com,0
741,wonkette.com,0
742,workingpapers.blogspot.com,0
743,worldonfire.typepad.com/world_on_fire,0
744,wpblog.ohpinion.com,0
745,wsrblood.typepad.com/wiserblog,0
746,wtf.mindsay.com,0
747,wtpm.blogspot.com,0
748,wynterstoner.blogspot.com,0
749,x-pollen.com/many/blog.html,0
750,xanga.com/allegrad,0
751,xanga.com/home.aspx?user=phknrocket1k,0
752,xanga.com/kerry4president,0
753,xianleft.blogspot.com,0
754,xnerg.blogspot.com,0
755,yarsrevenge.blogspot.com,0
756,yglesias.typepad.com/matthew,0
757,yoder.ru,0
758,younglibs.com,0
759,84rules.blog-city.com,1
760,a100wwe.blogspot.com,1
761,absurd-canadian.blogspot.com,1
762,ace.mu.nu,1
763,aceoftrumpblog.blogspot.com,1
764,acepilots.com/mt,1
765,acertainslantoflight.blogspot.com,1
766,achicknamedmarzi.com,1
767,activistchat.com/blogiran,1
768,adeimantus.blogspot.com,1
769,adonai.cc,1
770,airjun.blogspot.com,1
771,alamodispatches.blogspot.com,1
772,alamonation.blogspot.com,1
773,alarmingnews.com,1
774,aldaron.modblog.com,1
775,aldaynet.org,1
776,alexpelan.blogspot.com,1
777,alittlemoretotheright.com,1
778,all-encompassingly.com,1
779,allahpundit.com,1
780,allthingsmark.com,1
781,alphapatriot.com,1
782,althouse.blogspot.com,1
783,americaindenial.com/?q=node/feed,1
784,americanchronicle.blogspot.com,1
785,americancommentator.blogs.com/the_american_commentator_,1
786,americandigest.org,1
787,americandinosaur.blogspot.com,1
788,americanfuture.typepad.com,1
789,americanjihad.blogspot.com,1
790,americankernel.com,1
791,americanreport.blogspot.com,1
792,americanthinker.com,1
793,americanwarmonger.blogspot.com,1
794,americanworldview.tripod.com/weltansblog,1
795,americasteen.tk,1
796,amigo13.blogspot.com,1
797,amradio.blogspot.com,1
798,andrewsullivan.com,1
799,andrightlyso.blogspot.com,1
800,angrychineseblogger.blog-city.com,1
801,angrygwn.blogspot.com,1
802,anncoulter.org,1
803,annika.mu.nu,1
804,anothervrwc.blogspot.com,1
805,antijohnkerry.blogspot.com,1
806,antiprotester.blogspot.com,1
807,apologiesdemanded.blogspot.com,1
808,arkanssouri.blogspot.com,1
809,armchairgeneralist.typepad.com,1
810,asmallvictory.net,1
811,asmodeus-space.com/weblog/blog/index.php,1
812,astrosoup.blogspot.com,1
813,athena.blogs.com,1
814,awideawake.blogspot.com,1
815,ayerdis.com/rants.php,1
816,babytrollblog.com,1
817,baldilocks.typepad.com,1
818,balloon-juice.com,1
819,bamapachyderm.blogspot.com,1
820,batr.net,1
821,batr.org/commentary.html,1
822,beautifulatrocities.com,1
823,beefalwayswins.blogspot.com,1
824,beldar.blogs.com/beldarblog,1
825,bellusbellum.info,1
826,belmontclub.blogspot.com,1
827,bensgtusmc.com,1
828,bensworld.patriotforum.org,1
829,bernardmoon.blogspot.com,1
830,betsyspage.blogspot.com,1
831,bidinotto.journalspace.com,1
832,bigenchilada.org,1
833,bigfatroid.blogspot.com,1
834,bigjourney.blogspot.com,1
835,billhobbs.com,1
836,billrice.org,1
837,billroggio.com/easongate,1
838,bitheads.blogspot.com,1
839,bittersweetme.net/blog/index.php,1
840,bkennelly.com/vox,1
841,blackmanforbush.blogspot.com,1
842,blindmindseye.com,1
843,blithered.blogspot.com,1
844,blog.iainlindley.com,1
845,blog.mytechaid.com,1
846,blog.nam.org,1
847,blog.ncsweb.us,1
848,blog.so-amazing.net,1
849,blog.willrobinson47.com,1
850,bloghogger.blogspot.com,1
851,blogicus.com,1
852,blogodob.blogspot.com,1
853,blogs.blogosphere.ca/brock,1
854,blogsagainsthillary.com,1
855,blogsforbush.com,1
856,blogsofwar.com,1
857,blogspirator.blogspot.com,1
858,blubberhollow.com/blog,1
859,blue6golf.blogspot.com,1
860,bluegoldfish.blogs.com/surface,1
861,bluestates.blogspot.com,1
862,bobhayes.net,1
863,boottotheskull.com,1
864,borgardblog.blogspot.com,1
865,brainshavings.com,1
866,brendonsspiderhole.blogspot.com,1
867,brianlarry.com,1
868,brianscott.blogspot.com,1
869,brutallyhonest.org,1
870,buckeyepundit.blogspot.com,1
871,bullmooserepublicans.com/blog,1
872,bushblog.us,1
873,c-pol.blogspot.com,1
874,californiaconservatives4truth.blogspot.com,1
875,calirep.blogspot.com,1
876,calpoly.edu/~doleary/blog.htm,1
877,campaignofone.org/blog/index.asp,1
878,captainsquartersblog.com/mt,1
879,catscape.com,1
880,cayankee.blogs.com,1
881,cbcbcbcb.blogspot.com,1
882,ccs178.com,1
883,cdharris.net,1
884,cecile.squarespace.com,1
885,celluloid-wisdom.com/pw,1
886,celluloid-wisdom.com/pw/,1
887,centinel.blogspot.com,1
888,chadster.capitalfocus.org,1
889,chainik_hocker.blogspot.com,1
890,charlesking.blogspot.com,1
891,chiefsblog.blogspot.com,1
892,chrenkoff.blogspot.com,1
893,christian-patriot.blogspot.com,1
894,civilcommotion.com,1
895,claycalhoun.com,1
896,claytoncorner.blogspot.com,1
897,clubforgrowth.org/blog,1
